SubjectIdNumber,trial number,c,Configuration_File_Status,Status,researcher,ResponseTimesButtonP1,ResponseTimesButtonP2,ResponseTimesButtonP3
1,5,2,0,Paradigm Run: Executed Status 0,Dana,362.83641450098,362.83641450098,NA
1,6,2,0,Paradigm Run: Executed Status 0,Dana,865.702725799765,865.702725799765,NA
1,7,2,0,Paradigm Run: Executed Status 0,Dana,422.308163087542,422.308163087542,NA
1,8,2,0,Paradigm Run: Executed Status 0,Dana,370.798379802192,370.798379802192,NA
1,9,2,0,Paradigm Run: Executed Status 0,Dana,526.505625374842,526.505625374842,NA
1,10,2,0,Paradigm Run: Executed Status 0,Dana,689.526871834522,689.526871834522,NA
1,11,2,0,Paradigm Run: Executed Status 0,Dana,459.498769701586,459.498769701586,NA
1,12,2,0,Paradigm Run: Executed Status 0,Dana,323.169255533273,323.169255533273,NA
1,13,2,0,Paradigm Run: Executed Status 0,Dana,451.029916565145,451.029916565145,NA
1,14,2,0,Paradigm Run: Executed Status 0,Dana,221.440340161832,221.440340161832,NA
1,15,2,0,Paradigm Run: Executed Status 0,Dana,201.021869991021,201.021869991021,NA
1,16,2,0,Paradigm Run: Executed Status 0,Dana,241.951173635666,241.951173635666,NA
1,17,2,0,Paradigm Run: Executed Status 0,Dana,1413.14746467026,1413.14746467026,NA
1,18,2,0,Paradigm Run: Executed Status 0,Dana,694.431906496185,694.431906496185,NA
1,19,2,0,Paradigm Run: Executed Status 0,Dana,901.863776797296,901.863776797296,NA
1,20,2,0,Paradigm Run: Executed Status 0,Dana,342.603567881163,342.603567881163,NA
1,21,2,0,Paradigm Run: Executed Status 0,Dana,705.055670181294,705.055670181294,NA
1,22,2,0,Paradigm Run: Executed Status 0,Dana,364.022820275568,364.022820275568,NA
1,23,2,0,Paradigm Run: Executed Status 0,Dana,435.829523026837,435.829523026837,NA
1,24,2,0,Paradigm Run: Executed Status 0,Dana,668.948048812303,668.948048812303,NA
1,25,2,0,Paradigm Run: Executed Status 0,Dana,485.025378999486,485.025378999486,NA
1,26,2,0,Paradigm Run: Executed Status 0,Dana,386.681098995294,386.681098995294,NA
1,27,2,0,Paradigm Run: Executed Status 0,Dana,533.843922179994,533.843922179994,NA
1,28,2,0,Paradigm Run: Executed Status 0,Dana,220.056271650233,220.056271650233,NA
1,29,2,0,Paradigm Run: Executed Status 0,Dana,527.13319814536,527.13319814536,NA
1,30,2,0,Paradigm Run: Executed Status 0,Dana,536.075264625254,536.075264625254,NA
1,31,2,0,Paradigm Run: Executed Status 0,Dana,459.761581615828,459.761581615828,NA
1,32,2,0,Paradigm Run: Executed Status 0,Dana,395.887218956082,395.887218956082,NA
1,33,2,0,Paradigm Run: Executed Status 0,Dana,179.022361684477,179.022361684477,NA
1,34,2,0,Paradigm Run: Executed Status 0,Dana,224.895533308787,224.895533308787,NA
1,35,2,0,Paradigm Run: Executed Status 0,Dana,180.099008046963,180.099008046963,NA
1,36,2,0,Paradigm Run: Executed Status 0,Dana,276.750692174959,276.750692174959,NA
1,37,2,0,Paradigm Run: Executed Status 0,Dana,551.221369482658,551.221369482658,NA
1,38,2,0,Paradigm Run: Executed Status 0,Dana,769.71296267682,769.71296267682,NA
1,39,2,0,Paradigm Run: Executed Status 0,Dana,498.352322704659,498.352322704659,NA
1,40,2,0,Paradigm Run: Executed Status 0,Dana,282.453282300736,282.453282300736,NA
1,41,2,0,Paradigm Run: Executed Status 0,Dana,805.564376376614,805.564376376614,NA
1,42,2,0,Paradigm Run: Executed Status 0,Dana,994.263597732057,994.263597732057,NA
1,43,2,0,Paradigm Run: Executed Status 0,Dana,566.998806600224,566.998806600224,NA
1,44,2,0,Paradigm Run: Executed Status 0,Dana,760.290224970776,760.290224970776,NA
1,45,2,0,Paradigm Run: Executed Status 0,Dana,864.018383616228,864.018383616228,NA
1,46,2,0,Paradigm Run: Executed Status 0,Dana,328.894777367586,328.894777367586,NA
1,47,2,0,Paradigm Run: Executed Status 0,Dana,398.128022056667,398.128022056667,NA
1,48,2,0,Paradigm Run: Executed Status 0,Dana,184.958762166576,184.958762166576,NA
1,49,2,0,Paradigm Run: Executed Status 0,Dana,1728.13726421312,1728.13726421312,NA
1,50,2,0,Paradigm Run: Executed Status 0,Dana,460.193267232256,460.193267232256,NA
1,51,2,0,Paradigm Run: Executed Status 0,Dana,823.466970370434,823.466970370434,NA
1,52,2,0,Paradigm Run: Executed Status 0,Dana,135.164737238002,135.164737238002,NA
1,53,2,0,Paradigm Run: Executed Status 0,Dana,331.274898451892,331.274898451892,NA
1,54,2,0,Paradigm Run: Executed Status 0,Dana,363.711904181673,363.711904181673,NA
1,55,2,0,Paradigm Run: Executed Status 0,Dana,721.186146506426,721.186146506426,NA
1,56,2,0,Paradigm Run: Executed Status 0,Dana,348.093145423827,348.093145423827,NA
1,57,2,0,Paradigm Run: Executed Status 0,Dana,271.49599037058,271.49599037058,NA
1,58,2,0,Paradigm Run: Executed Status 0,Dana,548.129099220404,548.129099220404,NA
1,59,2,0,Paradigm Run: Executed Status 0,Dana,345.966363224329,345.966363224329,NA
1,60,2,0,Paradigm Run: Executed Status 0,Dana,330.974173206872,330.974173206872,NA
2,1,1,0,Paradigm Run: Executed Status 0,Dana,387.078693241986,387.078693241986,NA
2,2,1,0,Paradigm Run: Executed Status 0,Dana,202.326459768343,202.326459768343,NA
2,3,1,0,Paradigm Run: Executed Status 0,Dana,234.000962014398,234.000962014398,NA
2,4,1,0,Paradigm Run: Executed Status 0,Dana,399.060652295312,399.060652295312,NA
2,5,1,0,Paradigm Run: Executed Status 0,Dana,132.284559841434,132.284559841434,NA
2,6,1,0,Paradigm Run: Executed Status 0,Dana,205.121357504413,205.121357504413,NA
2,7,1,0,Paradigm Run: Executed Status 0,Dana,1033.97756519459,1033.97756519459,NA
2,8,1,0,Paradigm Run: Executed Status 0,Dana,411.744559390202,411.744559390202,NA
2,9,1,0,Paradigm Run: Executed Status 0,Dana,1473.23647261833,1473.23647261833,NA
2,10,1,0,Paradigm Run: Executed Status 0,Dana,422.465625637243,422.465625637243,NA
2,11,1,0,Paradigm Run: Executed Status 0,Dana,147.931160557521,147.931160557521,NA
2,12,1,0,Paradigm Run: Executed Status 0,Dana,111.477265255451,111.477265255451,NA
2,13,1,0,Paradigm Run: Executed Status 0,Dana,334.25588368194,334.25588368194,NA
2,14,1,0,Paradigm Run: Executed Status 0,Dana,549.574828550124,549.574828550124,NA
2,15,1,0,Paradigm Run: Executed Status 0,Dana,587.895540817012,587.895540817012,NA
2,16,1,0,Paradigm Run: Executed Status 0,Dana,258.767262945473,258.767262945473,NA
2,17,1,0,Paradigm Run: Executed Status 0,Dana,367.742940484804,367.742940484804,NA
2,18,1,0,Paradigm Run: Executed Status 0,Dana,279.795949438254,279.795949438254,NA
2,19,1,0,Paradigm Run: Executed Status 0,Dana,299.055067254711,299.055067254711,NA
2,20,1,0,Paradigm Run: Executed Status 0,Dana,192.527783321501,192.527783321501,NA
2,21,1,0,Paradigm Run: Executed Status 0,Dana,462.585162926201,462.585162926201,NA
2,22,1,0,Paradigm Run: Executed Status 0,Dana,485.317393931601,485.317393931601,NA
2,23,1,0,Paradigm Run: Executed Status 0,Dana,566.057274594909,566.057274594909,NA
2,24,1,0,Paradigm Run: Executed Status 0,Dana,207.034710468636,207.034710468636,NA
2,25,1,0,Paradigm Run: Executed Status 0,Dana,300.158384322179,300.158384322179,NA
2,26,1,0,Paradigm Run: Executed Status 0,Dana,501.937800906438,501.937800906438,NA
2,27,1,0,Paradigm Run: Executed Status 0,Dana,103.599032814216,103.599032814216,NA
2,28,1,0,Paradigm Run: Executed Status 0,Dana,362.398044071782,362.398044071782,NA
2,29,1,0,Paradigm Run: Executed Status 0,Dana,617.015151158403,617.015151158403,NA
2,30,1,0,Paradigm Run: Executed Status 0,Dana,334.725943457903,334.725943457903,NA
2,31,1,0,Paradigm Run: Executed Status 0,Dana,490.759820516739,490.759820516739,NA
2,32,1,0,Paradigm Run: Executed Status 0,Dana,247.435107750439,247.435107750439,NA
2,33,1,0,Paradigm Run: Executed Status 0,Dana,300.241110842781,300.241110842781,NA
2,34,1,0,Paradigm Run: Executed Status 0,Dana,612.015322099716,612.015322099716,NA
2,35,1,0,Paradigm Run: Executed Status 0,Dana,652.757624944615,652.757624944615,NA
2,36,1,0,Paradigm Run: Executed Status 0,Dana,532.331006641644,532.331006641644,NA
2,37,1,0,Paradigm Run: Executed Status 0,Dana,577.675331125768,577.675331125768,NA
2,38,1,0,Paradigm Run: Executed Status 0,Dana,280.728088565322,280.728088565322,NA
2,39,1,0,Paradigm Run: Executed Status 0,Dana,477.145426891006,477.145426891006,NA
2,40,1,0,Paradigm Run: Executed Status 0,Dana,426.561600128145,426.561600128145,NA
2,41,1,0,Paradigm Run: Executed Status 0,Dana,196.492518779425,196.492518779425,NA
2,42,1,0,Paradigm Run: Executed Status 0,Dana,135.928522294691,135.928522294691,NA
2,43,1,0,Paradigm Run: Executed Status 0,Dana,354.542676631326,354.542676631326,NA
2,44,1,0,Paradigm Run: Executed Status 0,Dana,335.357623850762,335.357623850762,NA
2,45,1,0,Paradigm Run: Executed Status 0,Dana,635.810263000741,635.810263000741,NA
2,46,1,0,Paradigm Run: Executed Status 0,Dana,437.584797469816,437.584797469816,NA
2,47,1,0,Paradigm Run: Executed Status 0,Dana,383.684176380502,383.684176380502,NA
2,48,1,0,Paradigm Run: Executed Status 0,Dana,177.892024466886,177.892024466886,NA
2,49,1,0,Paradigm Run: Executed Status 0,Dana,350.157100709395,350.157100709395,NA
2,50,1,0,Paradigm Run: Executed Status 0,Dana,352.402728757517,352.402728757517,NA
2,51,1,0,Paradigm Run: Executed Status 0,Dana,206.897451694579,206.897451694579,NA
2,52,1,0,Paradigm Run: Executed Status 0,Dana,414.573082232618,414.573082232618,NA
2,53,1,0,Paradigm Run: Executed Status 0,Dana,61.5470459421851,61.5470459421851,NA
2,54,1,0,Paradigm Run: Executed Status 0,Dana,446.108712730584,446.108712730584,NA
2,55,1,0,Paradigm Run: Executed Status 0,Dana,162.943465364466,162.943465364466,NA
2,56,1,0,Paradigm Run: Executed Status 0,Dana,179.696319493537,179.696319493537,NA
2,57,1,0,Paradigm Run: Executed Status 0,Dana,167.601659297993,167.601659297993,NA
2,58,1,0,Paradigm Run: Executed Status 0,Dana,594.671363460207,594.671363460207,NA
2,59,1,0,Paradigm Run: Executed Status 0,Dana,338.565913635322,338.565913635322,NA
2,60,1,0,Paradigm Run: Executed Status 0,Dana,450.976805211841,450.976805211841,NA
2,1,2,0,Paradigm Run: Executed Status 0,Dana,443.664833257764,443.664833257764,NA
2,2,2,0,Paradigm Run: Executed Status 0,Dana,1637.78984870144,1637.78984870144,NA
2,3,2,0,Paradigm Run: Executed Status 0,Dana,1039.13466696911,1039.13466696911,NA
2,4,2,0,Paradigm Run: Executed Status 0,Dana,602.0615461999,602.0615461999,NA
2,5,2,0,Paradigm Run: Executed Status 0,Dana,223.097358816137,223.097358816137,NA
2,6,2,0,Paradigm Run: Executed Status 0,Dana,536.379762936325,536.379762936325,NA
2,7,2,0,Paradigm Run: Executed Status 0,Dana,656.347569145694,656.347569145694,NA
2,8,2,0,Paradigm Run: Executed Status 0,Dana,1408.13903571095,1408.13903571095,NA
2,9,2,0,Paradigm Run: Executed Status 0,Dana,318.705265894259,318.705265894259,NA
2,10,2,0,Paradigm Run: Executed Status 0,Dana,919.862805981814,919.862805981814,NA
2,11,2,0,Paradigm Run: Executed Status 0,Dana,943.323963628301,943.323963628301,NA
2,12,2,0,Paradigm Run: Executed Status 0,Dana,500.154674277245,500.154674277245,NA
2,13,2,0,Paradigm Run: Executed Status 0,Dana,742.771851572804,742.771851572804,NA
2,14,2,0,Paradigm Run: Executed Status 0,Dana,524.972245408854,524.972245408854,NA
2,15,2,0,Paradigm Run: Executed Status 0,Dana,505.239176496312,505.239176496312,NA
2,16,2,0,Paradigm Run: Executed Status 0,Dana,883.18642678079,883.18642678079,NA
2,17,2,0,Paradigm Run: Executed Status 0,Dana,670.61164933523,670.61164933523,NA
2,18,2,0,Paradigm Run: Executed Status 0,Dana,846.072246775382,846.072246775382,NA
2,19,2,0,Paradigm Run: Executed Status 0,Dana,484.873633444361,484.873633444361,NA
2,20,2,0,Paradigm Run: Executed Status 0,Dana,948.989159034802,948.989159034802,NA
2,21,2,0,Paradigm Run: Executed Status 0,Dana,533.814582410474,533.814582410474,NA
2,22,2,0,Paradigm Run: Executed Status 0,Dana,297.634333891424,297.634333891424,NA
2,23,2,0,Paradigm Run: Executed Status 0,Dana,408.473228628878,408.473228628878,NA
2,24,2,0,Paradigm Run: Executed Status 0,Dana,687.94527828547,687.94527828547,NA
2,25,2,0,Paradigm Run: Executed Status 0,Dana,698.252450960065,698.252450960065,NA
2,26,2,0,Paradigm Run: Executed Status 0,Dana,418.498694819386,418.498694819386,NA
2,27,2,0,Paradigm Run: Executed Status 0,Dana,825.030055705245,825.030055705245,NA
2,28,2,0,Paradigm Run: Executed Status 0,Dana,886.200002988768,886.200002988768,NA
2,29,2,0,Paradigm Run: Executed Status 0,Dana,839.8467257677,839.8467257677,NA
2,30,2,0,Paradigm Run: Executed Status 0,Dana,645.974689855719,645.974689855719,NA
2,31,2,0,Paradigm Run: Executed Status 0,Dana,1134.71773183384,1134.71773183384,NA
2,32,2,0,Paradigm Run: Executed Status 0,Dana,1176.8016613009,1176.8016613009,NA
2,33,2,0,Paradigm Run: Executed Status 0,Dana,538.461047366246,538.461047366246,NA
2,34,2,0,Paradigm Run: Executed Status 0,Dana,625.092241965975,625.092241965975,NA
2,35,2,0,Paradigm Run: Executed Status 0,Dana,364.394323721021,364.394323721021,NA
2,36,2,0,Paradigm Run: Executed Status 0,Dana,999.281701266898,999.281701266898,NA
2,37,2,0,Paradigm Run: Executed Status 0,Dana,810.776667191716,810.776667191716,NA
2,38,2,0,Paradigm Run: Executed Status 0,Dana,247.304008427108,247.304008427108,NA
2,39,2,0,Paradigm Run: Executed Status 0,Dana,1416.42530401919,1416.42530401919,NA
2,40,2,0,Paradigm Run: Executed Status 0,Dana,637.128726849624,637.128726849624,NA
2,41,2,0,Paradigm Run: Executed Status 0,Dana,716.612013172414,716.612013172414,NA
2,42,2,0,Paradigm Run: Executed Status 0,Dana,1004.18960867879,1004.18960867879,NA
2,43,2,0,Paradigm Run: Executed Status 0,Dana,1310.38673331597,1310.38673331597,NA
2,44,2,0,Paradigm Run: Executed Status 0,Dana,521.898755030782,521.898755030782,NA
2,45,2,0,Paradigm Run: Executed Status 0,Dana,957.272501448905,957.272501448905,NA
2,46,2,0,Paradigm Run: Executed Status 0,Dana,731.060016300592,731.060016300592,NA
2,47,2,0,Paradigm Run: Executed Status 0,Dana,572.673785450784,572.673785450784,NA
2,48,2,0,Paradigm Run: Executed Status 0,Dana,898.378201725504,898.378201725504,NA
2,49,2,0,Paradigm Run: Executed Status 0,Dana,297.171620907579,297.171620907579,NA
2,50,2,0,Paradigm Run: Executed Status 0,Dana,667.503941933334,667.503941933334,NA
2,51,2,0,Paradigm Run: Executed Status 0,Dana,1052.33472328784,1052.33472328784,NA
2,52,2,0,Paradigm Run: Executed Status 0,Dana,624.56778373092,624.56778373092,NA
2,53,2,0,Paradigm Run: Executed Status 0,Dana,1043.74522842044,1043.74522842044,NA
2,54,2,0,Paradigm Run: Executed Status 0,Dana,592.58746800328,592.58746800328,NA
2,55,2,0,Paradigm Run: Executed Status 0,Dana,986.911488601619,986.911488601619,NA
2,56,2,0,Paradigm Run: Executed Status 0,Dana,1545.06399810831,1545.06399810831,NA
2,57,2,0,Paradigm Run: Executed Status 0,Dana,1353.77982934526,1353.77982934526,NA
2,58,2,0,Paradigm Run: Executed Status 0,Dana,708.506843758821,708.506843758821,NA
2,59,2,0,Paradigm Run: Executed Status 0,Dana,1235.59324902563,1235.59324902563,NA
2,60,2,0,Paradigm Run: Executed Status 0,Dana,1465.82850637044,1465.82850637044,NA
3,1,1,0,Paradigm Run: Executed Status 0,Dana,287.028517423208,287.028517423208,NA
3,2,1,0,Paradigm Run: Executed Status 0,Dana,165.950017212756,165.950017212756,NA
3,3,1,0,Paradigm Run: Executed Status 0,Dana,330.669105355645,330.669105355645,NA
3,4,1,0,Paradigm Run: Executed Status 0,Dana,1014.3289417966,1014.3289417966,NA
3,5,1,0,Paradigm Run: Executed Status 0,Dana,359.321976936454,359.321976936454,NA
3,6,1,0,Paradigm Run: Executed Status 0,Dana,399.795063842904,399.795063842904,NA
3,7,1,0,Paradigm Run: Executed Status 0,Dana,547.759578361788,547.759578361788,NA
3,8,1,0,Paradigm Run: Executed Status 0,Dana,741.997031898294,741.997031898294,NA
3,9,1,0,Paradigm Run: Executed Status 0,Dana,190.787868127662,190.787868127662,NA
3,10,1,0,Paradigm Run: Executed Status 0,Dana,676.290114319747,676.290114319747,NA
3,11,1,0,Paradigm Run: Executed Status 0,Dana,441.232398831173,441.232398831173,NA
3,12,1,0,Paradigm Run: Executed Status 0,Dana,315.218177204444,315.218177204444,NA
3,13,1,0,Paradigm Run: Executed Status 0,Dana,272.421855549939,272.421855549939,NA
3,14,1,0,Paradigm Run: Executed Status 0,Dana,750.418955168407,750.418955168407,NA
3,15,1,0,Paradigm Run: Executed Status 0,Dana,353.809943431022,353.809943431022,NA
3,16,1,0,Paradigm Run: Executed Status 0,Dana,793.791705654006,793.791705654006,NA
3,17,1,0,Paradigm Run: Executed Status 0,Dana,108.027659948804,108.027659948804,NA
3,18,1,0,Paradigm Run: Executed Status 0,Dana,293.416577127409,293.416577127409,NA
3,19,1,0,Paradigm Run: Executed Status 0,Dana,406.144117528363,406.144117528363,NA
3,20,1,0,Paradigm Run: Executed Status 0,Dana,362.923365966643,362.923365966643,NA
3,21,1,0,Paradigm Run: Executed Status 0,Dana,571.354157995331,571.354157995331,NA
3,22,1,0,Paradigm Run: Executed Status 0,Dana,312.261376078152,312.261376078152,NA
3,23,1,0,Paradigm Run: Executed Status 0,Dana,379.044138760244,379.044138760244,NA
3,24,1,0,Paradigm Run: Executed Status 0,Dana,434.489334282757,434.489334282757,NA
3,25,1,0,Paradigm Run: Executed Status 0,Dana,242.552144747276,242.552144747276,NA
3,26,1,0,Paradigm Run: Executed Status 0,Dana,678.514703058208,678.514703058208,NA
3,27,1,0,Paradigm Run: Executed Status 0,Dana,446.843163143857,446.843163143857,NA
3,28,1,0,Paradigm Run: Executed Status 0,Dana,402.88072415397,402.88072415397,NA
3,29,1,0,Paradigm Run: Executed Status 0,Dana,754.308583867152,754.308583867152,NA
3,30,1,0,Paradigm Run: Executed Status 0,Dana,470.664144641535,470.664144641535,NA
3,31,1,0,Paradigm Run: Executed Status 0,Dana,434.916152823578,434.916152823578,NA
3,32,1,0,Paradigm Run: Executed Status 0,Dana,485.546123400442,485.546123400442,NA
3,33,1,0,Paradigm Run: Executed Status 0,Dana,800.733234070376,800.733234070376,NA
3,34,1,0,Paradigm Run: Executed Status 0,Dana,221.360932782482,221.360932782482,NA
3,35,1,0,Paradigm Run: Executed Status 0,Dana,243.168870839456,243.168870839456,NA
3,36,1,0,Paradigm Run: Executed Status 0,Dana,294.967435922415,294.967435922415,NA
3,37,1,0,Paradigm Run: Executed Status 0,Dana,313.732652175179,313.732652175179,NA
3,38,1,0,Paradigm Run: Executed Status 0,Dana,399.587095236618,399.587095236618,NA
3,39,1,0,Paradigm Run: Executed Status 0,Dana,510.783489972265,510.783489972265,NA
3,40,1,0,Paradigm Run: Executed Status 0,Dana,159.918512213247,159.918512213247,NA
3,41,1,0,Paradigm Run: Executed Status 0,Dana,353.751757970514,353.751757970514,NA
3,42,1,0,Paradigm Run: Executed Status 0,Dana,753.028547736513,753.028547736513,NA
3,43,1,0,Paradigm Run: Executed Status 0,Dana,567.433300348694,567.433300348694,NA
3,44,1,0,Paradigm Run: Executed Status 0,Dana,267.748283962846,267.748283962846,NA
3,45,1,0,Paradigm Run: Executed Status 0,Dana,763.997310555557,763.997310555557,NA
3,46,1,0,Paradigm Run: Executed Status 0,Dana,476.397891942259,476.397891942259,NA
3,47,1,0,Paradigm Run: Executed Status 0,Dana,673.455409467799,673.455409467799,NA
3,48,1,0,Paradigm Run: Executed Status 0,Dana,322.937426393099,322.937426393099,NA
3,49,1,0,Paradigm Run: Executed Status 0,Dana,185.859456198449,185.859456198449,NA
3,50,1,0,Paradigm Run: Executed Status 0,Dana,159.387636039673,159.387636039673,NA
3,51,1,0,Paradigm Run: Executed Status 0,Dana,263.215523971376,263.215523971376,NA
3,52,1,0,Paradigm Run: Executed Status 0,Dana,902.743310823929,902.743310823929,NA
3,53,1,0,Paradigm Run: Executed Status 0,Dana,347.977466249649,347.977466249649,NA
3,54,1,0,Paradigm Run: Executed Status 0,Dana,365.234131679997,365.234131679997,NA
3,55,1,0,Paradigm Run: Executed Status 0,Dana,640.853251348644,640.853251348644,NA
3,56,1,0,Paradigm Run: Executed Status 0,Dana,607.135374512153,607.135374512153,NA
3,57,1,0,Paradigm Run: Executed Status 0,Dana,349.674283708149,349.674283708149,NA
3,58,1,0,Paradigm Run: Executed Status 0,Dana,1122.62969069109,1122.62969069109,NA
3,59,1,0,Paradigm Run: Executed Status 0,Dana,397.481279919839,397.481279919839,NA
3,60,1,0,Paradigm Run: Executed Status 0,Dana,996.343444054818,996.343444054818,NA
3,1,2,0,Paradigm Run: Executed Status 0,Dana,2351.46785541073,2351.46785541073,NA
3,2,2,0,Paradigm Run: Executed Status 0,Dana,560.045700496404,560.045700496404,NA
3,3,2,0,Paradigm Run: Executed Status 0,Dana,575.330429660203,575.330429660203,NA
3,4,2,0,Paradigm Run: Executed Status 0,Dana,700.451519015111,700.451519015111,NA
3,5,2,0,Paradigm Run: Executed Status 0,Dana,803.811020113521,803.811020113521,NA
3,6,2,0,Paradigm Run: Executed Status 0,Dana,899.370820024626,899.370820024626,NA
